Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
27-07-2021,Kerala,348114,730,13233990,5708920
28-07-2021,Kerala,0,0,13292691,5717279
29-07-2021,Kerala,694696,940,13465864,5805310
30-07-2021,Kerala,1212779,1754,13811980,5969886
31-07-2021,Kerala,944684,1547,14111255,6053845
01-08-2021,Kerala,324007,418,14284456,6085040
02-08-2021,Kerala,724172,1468,14566582,6153641
03-08-2021,Kerala,768830,1536,14804327,6203746
04-08-2021,Kerala,397667,924,14882715,6231748
05-08-2021,Kerala,519857,1132,15033777,6269592
06-08-2021,Kerala,648206,1421,15231449,6328947
07-08-2021,Kerala,579834,1170,15416834,6365595
08-08-2021,Kerala,165613,286,15472524,6370803
09-08-2021,Kerala,586973,1365,15670747,6426984
10-08-2021,Kerala,,,,
11-08-2021,Kerala,,,,
12-08-2021,Kerala,,,,
13-08-2021,Kerala,,,,
14-08-2021,Kerala,,,,
15-08-2021,Kerala,,,,
16-01-2021,Ladakh,1,1,9,0
17-01-2021,Ladakh,2,2,9,0
18-01-2021,Ladakh,3,3,64,0
19-01-2021,Ladakh,4,4,64,0
20-01-2021,Ladakh,5,5,66,0
21-01-2021,Ladakh,10,7,66,0
22-01-2021,Ladakh,12,9,164,0
23-01-2021,Ladakh,12,9,330,0
24-01-2021,Ladakh,13,10,337,0
25-01-2021,Ladakh,14,11,461,0
26-01-2021,Ladakh,15,11,461,0
27-01-2021,Ladakh,16,12,642,0
28-01-2021,Ladakh,18,13,652,0
29-01-2021,Ladakh,19,13,823,0
30-01-2021,Ladakh,19,13,959,0
31-01-2021,Ladakh,20,13,959,0
01-02-2021,Ladakh,25,16,1065,0
02-02-2021,Ladakh,34,18,1065,0
03-02-2021,Ladakh,36,18,1342,0
04-02-2021,Ladakh,42,20,1342,0
05-02-2021,Ladakh,43,20,1578,0
06-02-2021,Ladakh,47,22,1817,0
07-02-2021,Ladakh,54,27,1817,0
08-02-2021,Ladakh,59,29,2064,0
09-02-2021,Ladakh,60,30,2158,0
10-02-2021,Ladakh,66,33,2379,0
11-02-2021,Ladakh,66,33,2597,0
12-02-2021,Ladakh,69,33,2695,0
13-02-2021,Ladakh,71,34,2831,71
14-02-2021,Ladakh,78,37,2831,71
15-02-2021,Ladakh,84,39,2887,127
16-02-2021,Ladakh,91,39,3433,169
17-02-2021,Ladakh,104,39,3931,231
18-02-2021,Ladakh,118,39,4284,288
19-02-2021,Ladakh,130,39,5175,356
20-02-2021,Ladakh,139,42,5783,600
21-02-2021,Ladakh,146,43,6021,600
22-02-2021,Ladakh,156,46,6748,712
23-02-2021,Ladakh,165,49,7719,713
24-02-2021,Ladakh,178,55,8396,847
25-02-2021,Ladakh,200,71,8887,847
26-02-2021,Ladakh,200,71,9412,929
27-02-2021,Ladakh,200,71,9412,929
28-02-2021,Ladakh,224,73,9412,929
01-03-2021,Ladakh,222,72,9412,929
02-03-2021,Ladakh,238,75,9990,1140
03-03-2021,Ladakh,276,75,10778,1427
04-03-2021,Ladakh,323,75,11538,1510
05-03-2021,Ladakh,376,77,12393,1746
06-03-2021,Ladakh,406,79,14387,1978
07-03-2021,Ladakh,411,79,14387,1978
08-03-2021,Ladakh,447,88,16882,2214
09-03-2021,Ladakh,4400,28,18159,2296
10-03-2021,Ladakh,3700,22,21085,2499
11-03-2021,Ladakh,3700,22,23882,2713
12-03-2021,Ladakh,3200,20,26413,2802
13-03-2021,Ladakh,4100,27,28917,2898
14-03-2021,Ladakh,1100,9,29485,2900
15-03-2021,Ladakh,4000,30,31760,2923
16-03-2021,Ladakh,3700,27,35573,3353
17-03-2021,Ladakh,2900,22,37044,3682
18-03-2021,Ladakh,2100,15,37810,4223
19-03-2021,Ladakh,3600,22,38440,4749
20-03-2021,Ladakh,2300,15,38954,5215
21-03-2021,Ladakh,600,3,39005,5229
22-03-2021,Ladakh,3100,20,39419,5716
23-03-2021,Ladakh,1000,7,39767,6047
24-03-2021,Ladakh,900,6,39950,6143
25-03-2021,Ladakh,800,5,40010,6251
26-03-2021,Ladakh,700,4,40083,6378
27-03-2021,Ladakh,700,4,40195,6395
28-03-2021,Ladakh,700,5,40194,6395
29-03-2021,Ladakh,1100,5,40193,6395
30-03-2021,Ladakh,2220,11,40215,6430
31-03-2021,Ladakh,1900,11,40372,6500
01-04-2021,Ladakh,6500,38,43815,6547
02-04-2021,Ladakh,6900,44,49045,6586
03-04-2021,Ladakh,5100,32,52707,6631
04-04-2021,Ladakh,5600,39,55578,6636
05-04-2021,Ladakh,6600,45,58417,6672
06-04-2021,Ladakh,6400,44,59863,6750
07-04-2021,Ladakh,6000,41,62372,7019
08-04-2021,Ladakh,3400,24,63903,7356
09-04-2021,Ladakh,6200,44,64284,7676
10-04-2021,Ladakh,2400,18,64518,7913
11-04-2021,Ladakh,7800,55,65236,8161
12-04-2021,Ladakh,7300,49,66115,8493
13-04-2021,Ladakh,5900,39,66540,8779
14-04-2021,Ladakh,3400,23,66813,9092
15-04-2021,Ladakh,3800,24,66918,9552
16-04-2021,Ladakh,3000,21,67005,9963
17-04-2021,Ladakh,2000,13,67157,10662
18-04-2021,Ladakh,3300,22,67185,10672
19-04-2021,Ladakh,3100,21,67732,12863
20-04-2021,Ladakh,3400,22,68954,15683
21-04-2021,Ladakh,3400,20,69995,18417
22-04-2021,Ladakh,3600,22,70599,20711
23-04-2021,Ladakh,3800,26,71353,22963
24-04-2021,Ladakh,3000,21,71714,24825
25-04-2021,Ladakh,600,6,71734,25222
26-04-2021,Ladakh,4500,34,72754,28149
27-04-2021,Ladakh,3900,28,73508,30209
28-04-2021,Ladakh,6000,38,73967,31841
29-04-2021,Ladakh,3300,25,74391,33014
30-04-2021,Ladakh,5900,46,74571,33595
01-05-2021,Ladakh,7600,52,74984,34458
02-05-2021,Ladakh,2300,20,75065,34631
03-05-2021,Ladakh,6000,41,75744,35326
04-05-2021,Ladakh,6100,42,77322,35581
05-05-2021,Ladakh,5900,41,79276,35885
06-05-2021,Ladakh,6000,41,81061,36172
07-05-2021,Ladakh,3600,21,81960,36339
08-05-2021,Ladakh,4100,27,83032,36488
09-05-2021,Ladakh,3800,25,83169,36492
10-05-2021,Ladakh,5400,35,84093,36742
11-05-2021,Ladakh,4800,30,84630,36899
12-05-2021,Ladakh,2700,17,85240,36978
13-05-2021,Ladakh,1200,8,85688,37112
14-05-2021,Ladakh,700,6,85688,37112
15-05-2021,Ladakh,2700,18,86645,37252
16-05-2021,Ladakh,300,3,86645,37252
17-05-2021,Ladakh,3474,24,87501,37255
18-05-2021,Ladakh,3853,26,88488,37259
19-05-2021,Ladakh,4441,27,89715,37259
20-05-2021,Ladakh,4750,26,91064,37259
21-05-2021,Ladakh,5542,33,93073,37259
22-05-2021,Ladakh,5220,31,94805,37259
23-05-2021,Ladakh,500,5,94878,37259
24-05-2021,Ladakh,7031,47,96802,37265
25-05-2021,Ladakh,5724,34,99028,37266
26-05-2021,Ladakh,5904,30,101188,37266
27-05-2021,Ladakh,8825,37,107044,37277
28-05-2021,Ladakh,8234,32,112814,37278
29-05-2021,Ladakh,4770,18,116836,37279
30-05-2021,Ladakh,221,2,116856,37279
31-05-2021,Ladakh,12800,38,122206,37290
01-06-2021,Ladakh,11285,36,126864,37291
02-06-2021,Ladakh,10800,36,130639,37295
03-06-2021,Ladakh,10493,38,134095,37300
04-06-2021,Ladakh,11000,37,137598,37301
05-06-2021,Ladakh,7600,28,140366,37312
06-06-2021,Ladakh,0,0,140369,37312
07-06-2021,Ladakh,7000,25,142943,37326
08-06-2021,Ladakh,5640,21,144376,37338
09-06-2021,Ladakh,5930,19,146030,37346
10-06-2021,Ladakh,5820,23,148313,37361
11-06-2021,Ladakh,6147,25,151780,37363
12-06-2021,Ladakh,5010,20,153682,37381
13-06-2021,Ladakh,0,0,153685,37381
14-06-2021,Ladakh,3296,15,155038,37393
15-06-2021,Ladakh,3600,20,155927,37403
16-06-2021,Ladakh,2630,20,157081,37420
17-06-2021,Ladakh,3860,22,159275,37442
18-06-2021,Ladakh,4450,16,160703,37452
19-06-2021,Ladakh,4710,17,161809,37477
20-06-2021,Ladakh,200,1,161809,37477
21-06-2021,Ladakh,5900,18,163217,37489
22-06-2021,Ladakh,6840,24,164799,37530
23-06-2021,Ladakh,6882,21,166167,37558
24-06-2021,Ladakh,10580,28,167571,39421
25-06-2021,Ladakh,14476,36,168168,43352
26-06-2021,Ladakh,17905,41,168671,47293
27-06-2021,Ladakh,1660,6,168691,47925
28-06-2021,Ladakh,23905,55,169421,51568
29-06-2021,Ladakh,15961,38,170297,54333
30-06-2021,Ladakh,13141,31,170900,55901
01-07-2021,Ladakh,8195,28,171439,57370
02-07-2021,Ladakh,7800,29,172099,57988
03-07-2021,Ladakh,8305,23,173803,58330
04-07-2021,Ladakh,1057,4,174447,58348
05-07-2021,Ladakh,9220,29,176300,59127
06-07-2021,Ladakh,6969,26,177760,59695
07-07-2021,Ladakh,5121,16,178128,60177
08-07-2021,Ladakh,5070,16,179174,60415
09-07-2021,Ladakh,5310,16,180257,60561
10-07-2021,Ladakh,4584,16,181385,60730
11-07-2021,Ladakh,490,1,181815,60730
12-07-2021,Ladakh,5081,19,182438,61118
13-07-2021,Ladakh,2990,13,182773,61509
14-07-2021,Ladakh,3140,13,184350,61717
15-07-2021,Ladakh,2452,10,184640,61903
16-07-2021,Ladakh,2702,12,184757,62019
17-07-2021,Ladakh,2885,13,184970,62169
18-07-2021,Ladakh,1140,2,185017,62182
19-07-2021,Ladakh,3041,14,185146,62381
20-07-2021,Ladakh,2480,14,185298,62526
21-07-2021,Ladakh,0,0,185298,62526
22-07-2021,Ladakh,2871,14,185475,62844
23-07-2021,Ladakh,3540,14,185654,63031
24-07-2021,Ladakh,2755,10,185770,63271
25-07-2021,Ladakh,60,1,185770,63271
26-07-2021,Ladakh,5310,16,186038,63689
27-07-2021,Ladakh,5050,15,186256,64512
28-07-2021,Ladakh,0,0,186477,65626
29-07-2021,Ladakh,3160,8,186751,66106
30-07-2021,Ladakh,7300,19,186894,67030
31-07-2021,Ladakh,7105,17,187081,67646
01-08-2021,Ladakh,0,0,187393,67654
02-08-2021,Ladakh,6280,14,187602,68136
03-08-2021,Ladakh,6510,14,187750,68451
04-08-2021,Ladakh,6160,15,187859,68762
05-08-2021,Ladakh,5144,13,188002,69038
06-08-2021,Ladakh,5340,12,188226,69325
07-08-2021,Ladakh,6325,16,188426,69959
08-08-2021,Ladakh,0,0,188426,69959
09-08-2021,Ladakh,5980,16,188699,70337
10-08-2021,Ladakh,,,,
11-08-2021,Ladakh,,,,
12-08-2021,Ladakh,,,,
13-08-2021,Ladakh,,,,
14-08-2021,Ladakh,,,,
15-08-2021,Ladakh,,,,
16-01-2021,Lakshadweep,1,1,16,0
17-01-2021,Lakshadweep,10,9,17,0
18-01-2021,Lakshadweep,10,9,237,0
19-01-2021,Lakshadweep,10,9,622,0
20-01-2021,Lakshadweep,10,9,629,0
21-01-2021,Lakshadweep,11,10,724,0
22-01-2021,Lakshadweep,14,12,734,0
23-01-2021,Lakshadweep,14,12,734,0
24-01-2021,Lakshadweep,14,12,749,0
25-01-2021,Lakshadweep,14,12,752,0
26-01-2021,Lakshadweep,14,12,752,0
27-01-2021,Lakshadweep,19,12,765,0
28-01-2021,Lakshadweep,19,12,790,0
29-01-2021,Lakshadweep,19,12,807,0
30-01-2021,Lakshadweep,19,12,807,0
31-01-2021,Lakshadweep,19,12,807,0
01-02-2021,Lakshadweep,19,12,807,0
02-02-2021,Lakshadweep,19,12,807,0
03-02-2021,Lakshadweep,20,13,807,0
04-02-2021,Lakshadweep,23,13,807,0
05-02-2021,Lakshadweep,26,13,825,0
06-02-2021,Lakshadweep,26,13,833,0
07-02-2021,Lakshadweep,26,13,833,0
08-02-2021,Lakshadweep,30,13,839,0
09-02-2021,Lakshadweep,30,13,869,0
10-02-2021,Lakshadweep,34,13,1312,0
11-02-2021,Lakshadweep,35,13,1344,0
12-02-2021,Lakshadweep,35,13,1575,0
13-02-2021,Lakshadweep,35,13,1575,0
14-02-2021,Lakshadweep,36,13,1575,0
15-02-2021,Lakshadweep,37,13,1575,0
16-02-2021,Lakshadweep,39,13,1594,19
17-02-2021,Lakshadweep,41,13,1594,19
18-02-2021,Lakshadweep,49,13,1623,51
19-02-2021,Lakshadweep,49,13,1689,81
20-02-2021,Lakshadweep,49,13,1689,81
21-02-2021,Lakshadweep,49,13,1689,81
22-02-2021,Lakshadweep,52,13,1748,82
23-02-2021,Lakshadweep,54,13,1771,106
24-02-2021,Lakshadweep,55,13,1796,106
25-02-2021,Lakshadweep,55,13,1822,107
26-02-2021,Lakshadweep,55,13,1824,107
27-02-2021,Lakshadweep,55,13,1824,107
28-02-2021,Lakshadweep,59,13,1824,107
01-03-2021,Lakshadweep,66,13,1824,107
02-03-2021,Lakshadweep,67,13,1824,107
03-03-2021,Lakshadweep,69,13,1824,107
04-03-2021,Lakshadweep,82,14,1824,107
05-03-2021,Lakshadweep,115,15,1856,126
06-03-2021,Lakshadweep,124,15,1939,139
07-03-2021,Lakshadweep,124,15,1939,139
08-03-2021,Lakshadweep,189,15,2121,189
09-03-2021,Lakshadweep,1000,10,1452,215
10-03-2021,Lakshadweep,500,5,1535,319
11-03-2021,Lakshadweep,900,9,1589,467
12-03-2021,Lakshadweep,1100,10,1605,670
13-03-2021,Lakshadweep,1000,10,1657,853
14-03-2021,Lakshadweep,0,0,1659,882
15-03-2021,Lakshadweep,1200,10,1727,990
16-03-2021,Lakshadweep,1000,10,2753,1107
17-03-2021,Lakshadweep,900,9,3420,1135
18-03-2021,Lakshadweep,800,8,3617,1287
19-03-2021,Lakshadweep,900,9,3735,1353
20-03-2021,Lakshadweep,1000,10,3915,1472
21-03-2021,Lakshadweep,0,0,3920,1474
22-03-2021,Lakshadweep,1000,10,4018,1503
23-03-2021,Lakshadweep,900,9,4145,1562
24-03-2021,Lakshadweep,800,8,4233,1593
25-03-2021,Lakshadweep,900,9,4277,1624
26-03-2021,Lakshadweep,800,8,4405,1648
27-03-2021,Lakshadweep,900,9,4601,1665
28-03-2021,Lakshadweep,200,2,4653,1680
29-03-2021,Lakshadweep,900,9,4653,1680
30-03-2021,Lakshadweep,1000,10,4804,1748
31-03-2021,Lakshadweep,1000,10,5034,1790
01-04-2021,Lakshadweep,1300,12,5156,1797
02-04-2021,Lakshadweep,1200,12,5365,1803
03-04-2021,Lakshadweep,1200,11,5578,1821
04-04-2021,Lakshadweep,1000,10,5912,1834
05-04-2021,Lakshadweep,1100,11,6130,1863
06-04-2021,Lakshadweep,1100,10,6501,1933
07-04-2021,Lakshadweep,1100,11,7379,2105
08-04-2021,Lakshadweep,1200,12,8312,2309
09-04-2021,Lakshadweep,1100,11,9063,2464
10-04-2021,Lakshadweep,1500,13,10150,2557
11-04-2021,Lakshadweep,1300,12,10630,2593
12-04-2021,Lakshadweep,1100,11,11139,2652
13-04-2021,Lakshadweep,1100,11,11691,2698
14-04-2021,Lakshadweep,1000,10,12470,2805
15-04-2021,Lakshadweep,1100,11,13174,2879
16-04-2021,Lakshadweep,1200,12,13529,2917
17-04-2021,Lakshadweep,1400,14,14161,2984
18-04-2021,Lakshadweep,1000,10,14933,3080
19-04-2021,Lakshadweep,1000,10,15300,3139
20-04-2021,Lakshadweep,1000,10,15609,3285
21-04-2021,Lakshadweep,1100,11,16225,3525
22-04-2021,Lakshadweep,1100,11,16523,3617
23-04-2021,Lakshadweep,1000,10,16836,3708
24-04-2021,Lakshadweep,1100,11,17253,3769
25-04-2021,Lakshadweep,1300,12,17538,3825
26-04-2021,Lakshadweep,1000,10,17843,3889
27-04-2021,Lakshadweep,1200,12,17998,3930
28-04-2021,Lakshadweep,1600,15,18120,3970
29-04-2021,Lakshadweep,1200,11,18386,4024
30-04-2021,Lakshadweep,1300,12,18888,4136
01-05-2021,Lakshadweep,2500,14,19170,4274
02-05-2021,Lakshadweep,2000,15,19319,4315
03-05-2021,Lakshadweep,2200,12,19460,4448
04-05-2021,Lakshadweep,1900,14,19666,4560
05-05-2021,Lakshadweep,2500,17,19872,4894
06-05-2021,Lakshadweep,1900,14,19986,5054
07-05-2021,Lakshadweep,2300,16,20131,5265
08-05-2021,Lakshadweep,12600,18,20240,5453
09-05-2021,Lakshadweep,6500,14,20307,5636
10-05-2021,Lakshadweep,2200,15,20513,5976
11-05-2021,Lakshadweep,2500,15,20885,6487
12-05-2021,Lakshadweep,2000,14,21348,6754
13-05-2021,Lakshadweep,1400,13,21428,6801
14-05-2021,Lakshadweep,2900,17,21440,6801
15-05-2021,Lakshadweep,1956,17,21452,6806
16-05-2021,Lakshadweep,1470,12,21472,6810
17-05-2021,Lakshadweep,1055,13,21562,6828
18-05-2021,Lakshadweep,1846,15,21866,6837
19-05-2021,Lakshadweep,1218,12,22086,6857
20-05-2021,Lakshadweep,1300,12,22167,6872
21-05-2021,Lakshadweep,4010,15,22620,6912
22-05-2021,Lakshadweep,5659,19,23106,6921
23-05-2021,Lakshadweep,3304,19,24029,6926
24-05-2021,Lakshadweep,2346,12,24344,6933
25-05-2021,Lakshadweep,1949,15,24384,6935
26-05-2021,Lakshadweep,3304,17,24446,6935
27-05-2021,Lakshadweep,3124,18,24487,6938
28-05-2021,Lakshadweep,8840,17,24727,6941
29-05-2021,Lakshadweep,25653,14,25192,6944
30-05-2021,Lakshadweep,24260,13,25870,6948
31-05-2021,Lakshadweep,23644,14,26687,6949
01-06-2021,Lakshadweep,18331,13,27489,6950
02-06-2021,Lakshadweep,11700,9,28215,6952
03-06-2021,Lakshadweep,10810,9,29251,6955
04-06-2021,Lakshadweep,11200,10,30378,6964
05-06-2021,Lakshadweep,11550,10,31322,6972
06-06-2021,Lakshadweep,13350,9,32096,6975
07-06-2021,Lakshadweep,14920,10,33318,6983
08-06-2021,Lakshadweep,12700,10,34466,6989
09-06-2021,Lakshadweep,11580,10,35632,7033
10-06-2021,Lakshadweep,12100,8,36523,7042
11-06-2021,Lakshadweep,11370,10,37701,7053
12-06-2021,Lakshadweep,10920,10,39006,7077
13-06-2021,Lakshadweep,10800,9,39722,7087
14-06-2021,Lakshadweep,10370,9,40722,7094
15-06-2021,Lakshadweep,10300,9,41486,7113
16-06-2021,Lakshadweep,9440,10,42783,7121
17-06-2021,Lakshadweep,7110,9,43210,7124
18-06-2021,Lakshadweep,7100,9,43642,7131
19-06-2021,Lakshadweep,5640,10,44126,7158
20-06-2021,Lakshadweep,6520,10,44347,7160
21-06-2021,Lakshadweep,13620,9,44826,7175
22-06-2021,Lakshadweep,11180,9,45234,7225
23-06-2021,Lakshadweep,7320,9,45566,7263
24-06-2021,Lakshadweep,7270,9,45834,7316
25-06-2021,Lakshadweep,6370,9,46057,7376
26-06-2021,Lakshadweep,7570,9,46253,7483
27-06-2021,Lakshadweep,6680,9,46340,7515
28-06-2021,Lakshadweep,5280,9,46494,7644
29-06-2021,Lakshadweep,6170,9,46750,7912
30-06-2021,Lakshadweep,6170,9,46779,7921
01-07-2021,Lakshadweep,6500,10,46901,8027
02-07-2021,Lakshadweep,10320,10,47042,8252
03-07-2021,Lakshadweep,9300,10,47084,8548
04-07-2021,Lakshadweep,9180,9,47084,8590
05-07-2021,Lakshadweep,9180,9,47243,8963
06-07-2021,Lakshadweep,9180,9,47468,9287
07-07-2021,Lakshadweep,9180,9,47562,9762
08-07-2021,Lakshadweep,9180,9,47717,10127
09-07-2021,Lakshadweep,10200,10,47830,10455
10-07-2021,Lakshadweep,9300,10,47936,10670
11-07-2021,Lakshadweep,9180,9,47993,10741
12-07-2021,Lakshadweep,6580,10,48058,11023
13-07-2021,Lakshadweep,6502,10,48155,11502
14-07-2021,Lakshadweep,7190,10,48684,11884
15-07-2021,Lakshadweep,7200,9,48780,12364
16-07-2021,Lakshadweep,5990,9,48893,12744
17-07-2021,Lakshadweep,6480,9,48946,13010
18-07-2021,Lakshadweep,6780,10,49004,13017
19-07-2021,Lakshadweep,6580,10,49064,13282
20-07-2021,Lakshadweep,6480,9,49196,13519
21-07-2021,Lakshadweep,6480,9,49276,13713
22-07-2021,Lakshadweep,2160,3,49304,13789
23-07-2021,Lakshadweep,6680,10,49479,14079
24-07-2021,Lakshadweep,6480,9,49638,14442
25-07-2021,Lakshadweep,6480,9,49661,14455
26-07-2021,Lakshadweep,6680,10,49794,14708
27-07-2021,Lakshadweep,6480,9,49949,15111
28-07-2021,Lakshadweep,0,0,50017,15401
29-07-2021,Lakshadweep,6480,9,50094,15613
30-07-2021,Lakshadweep,6520,10,50168,15820
31-07-2021,Lakshadweep,6540,10,50238,15971
01-08-2021,Lakshadweep,6480,9,50405,16001
02-08-2021,Lakshadweep,6480,9,50484,16158
03-08-2021,Lakshadweep,7200,10,50511,16251
04-08-2021,Lakshadweep,7200,10,50596,16436
05-08-2021,Lakshadweep,6480,9,50668,16585
06-08-2021,Lakshadweep,7200,10,50772,16719
07-08-2021,Lakshadweep,7200,10,50851,16861
08-08-2021,Lakshadweep,6480,9,50962,16951
09-08-2021,Lakshadweep,6800,11,51156,17139
10-08-2021,Lakshadweep,,,,
11-08-2021,Lakshadweep,,,,
12-08-2021,Lakshadweep,,,,
13-08-2021,Lakshadweep,,,,
14-08-2021,Lakshadweep,,,,
15-08-2021,Lakshadweep,,,,
16-01-2021,Madhya Pradesh,183,156,9435,0
17-01-2021,Madhya Pradesh,458,158,9435,0
18-01-2021,Madhya Pradesh,467,158,15934,0
19-01-2021,Madhya Pradesh,630,160,18409,0
20-01-2021,Madhya Pradesh,798,163,27769,0
21-01-2021,Madhya Pradesh,798,163,38425,0
22-01-2021,Madhya Pradesh,1111,335,38425,0
23-01-2021,Madhya Pradesh,1749,491,38428,0
24-01-2021,Madhya Pradesh,1816,493,38430,0
25-01-2021,Madhya Pradesh,2294,711,66875,0
26-01-2021,Madhya Pradesh,2985,1102,66877,0
27-01-2021,Madhya Pradesh,3931,1324,131099,0
28-01-2021,Madhya Pradesh,5111,1457,192628,0
29-01-2021,Madhya Pradesh,6093,1544,234631,0
30-01-2021,Madhya Pradesh,6115,1553,284782,0
31-01-2021,Madhya Pradesh,6287,1565,285481,0
01-02-2021,Madhya Pradesh,6637,1592,286538,0
02-02-2021,Madhya Pradesh,7373,1634,286868,0
03-02-2021,Madhya Pradesh,7831,1642,319623,0
04-02-2021,Madhya Pradesh,7992,1642,329571,0
05-02-2021,Madhya Pradesh,8093,1657,331316,0
06-02-2021,Madhya Pradesh,8962,1791,332832,0
07-02-2021,Madhya Pradesh,9183,1829,333677,0
08-02-2021,Madhya Pradesh,9500,1831,369141,0
09-02-2021,Madhya Pradesh,10102,1845,373504,0
10-02-2021,Madhya Pradesh,10797,1887,427715,0
11-02-2021,Madhya Pradesh,11467,1918,482095,0
12-02-2021,Madhya Pradesh,12108,1945,519589,0
13-02-2021,Madhya Pradesh,12437,1958,548272,3
14-02-2021,Madhya Pradesh,12803,1962,548466,3
15-02-2021,Madhya Pradesh,12994,1968,565952,5
16-02-2021,Madhya Pradesh,13481,1981,567586,5
17-02-2021,Madhya Pradesh,13944,1982,587652,6
18-02-2021,Madhya Pradesh,14604,1993,598319,9
19-02-2021,Madhya Pradesh,15120,2000,616782,23
20-02-2021,Madhya Pradesh,15420,2004,631637,3809
21-02-2021,Madhya Pradesh,15687,2010,632248,3809
22-02-2021,Madhya Pradesh,15970,2010,635089,31670
23-02-2021,Madhya Pradesh,16587,2013,636139,32634
24-02-2021,Madhya Pradesh,17424,2015,639425,77257
25-02-2021,Madhya Pradesh,18289,2015,642871,130357
26-02-2021,Madhya Pradesh,18440,2015,644716,159662
27-02-2021,Madhya Pradesh,18440,2015,644716,159662
28-02-2021,Madhya Pradesh,19598,2035,644716,159662
01-03-2021,Madhya Pradesh,19366,2035,644716,159662
02-03-2021,Madhya Pradesh,20736,2036,664726,181761
03-03-2021,Madhya Pradesh,22292,2044,706334,201717
04-03-2021,Madhya Pradesh,22619,2045,754152,216379
05-03-2021,Madhya Pradesh,23876,2057,760376,218325
06-03-2021,Madhya Pradesh,25490,2068,817810,232036
07-03-2021,Madhya Pradesh,27014,2107,819884,232219
08-03-2021,Madhya Pradesh,27837,2125,878269,245103
09-03-2021,Madhya Pradesh,9450,48,648495,245680
10-03-2021,Madhya Pradesh,235371,927,703816,278189
11-03-2021,Madhya Pradesh,3000,26,704997,278632
12-03-2021,Madhya Pradesh,31670,98,708872,280141
13-03-2021,Madhya Pradesh,431308,1551,812922,334669
14-03-2021,Madhya Pradesh,0,0,814865,334948
15-03-2021,Madhya Pradesh,468002,1836,935527,375473
16-03-2021,Madhya Pradesh,26800,78,1204532,377485
17-03-2021,Madhya Pradesh,502900,1984,1483101,411678
18-03-2021,Madhya Pradesh,566859,2636,1630087,431895
19-03-2021,Madhya Pradesh,34270,136,1648828,433368
20-03-2021,Madhya Pradesh,701036,4032,1936427,456441
21-03-2021,Madhya Pradesh,1350,8,1988398,459396
22-03-2021,Madhya Pradesh,530380,3228,2173688,471921
23-03-2021,Madhya Pradesh,30980,133,2233935,475201
24-03-2021,Madhya Pradesh,513846,3273,2484618,485676
25-03-2021,Madhya Pradesh,409390,2479,2625418,492165
26-03-2021,Madhya Pradesh,31860,136,2632468,492529
27-03-2021,Madhya Pradesh,353447,2103,2737954,497073
28-03-2021,Madhya Pradesh,75914,354,2740984,497303
29-03-2021,Madhya Pradesh,6450,32,2740995,497305
30-03-2021,Madhya Pradesh,127203,467,2743883,497485
31-03-2021,Madhya Pradesh,553283,3307,2890848,508873
01-04-2021,Madhya Pradesh,582967,3857,3115146,517325
02-04-2021,Madhya Pradesh,268960,1350,3346831,525096
03-04-2021,Madhya Pradesh,418415,2451,3510799,532581
04-04-2021,Madhya Pradesh,190991,778,3675945,538599
05-04-2021,Madhya Pradesh,416609,2360,3831368,544665
06-04-2021,Madhya Pradesh,414416,1999,3977455,550755
07-04-2021,Madhya Pradesh,590355,3590,4334898,567564
08-04-2021,Madhya Pradesh,479140,2771,4649680,583488
09-04-2021,Madhya Pradesh,423998,2072,4770269,591710
10-04-2021,Madhya Pradesh,279011,1670,4866494,598431
11-04-2021,Madhya Pradesh,725864,4548,5222120,615029
12-04-2021,Madhya Pradesh,710930,4869,5603174,641351
13-04-2021,Madhya Pradesh,813940,5055,5899933,658236
14-04-2021,Madhya Pradesh,841205,5366,6202259,684657
15-04-2021,Madhya Pradesh,476241,3266,6348519,708641
16-04-2021,Madhya Pradesh,628587,3868,6392872,722760
17-04-2021,Madhya Pradesh,584043,4150,6546917,757255
18-04-2021,Madhya Pradesh,431730,2790,6566352,763445
19-04-2021,Madhya Pradesh,639278,4578,6700964,805419
20-04-2021,Madhya Pradesh,468862,3204,6725608,817311
21-04-2021,Madhya Pradesh,350020,2337,6737838,828441
22-04-2021,Madhya Pradesh,628720,4746,6850130,886674
23-04-2021,Madhya Pradesh,308207,2047,6871962,902392
24-04-2021,Madhya Pradesh,551060,4096,6942784,952601
25-04-2021,Madhya Pradesh,74730,425,6949787,958924
26-04-2021,Madhya Pradesh,465321,3387,6988355,1003182
27-04-2021,Madhya Pradesh,368543,2756,6996487,1013987
28-04-2021,Madhya Pradesh,404310,2769,7020074,1051622
29-04-2021,Madhya Pradesh,313977,2345,7022419,1054583
30-04-2021,Madhya Pradesh,220380,1440,7023042,1056496
01-05-2021,Madhya Pradesh,346535,2326,7043286,1103917
02-05-2021,Madhya Pradesh,80040,459,7046019,1108945
03-05-2021,Madhya Pradesh,404950,2534,7065585,1162819
04-05-2021,Madhya Pradesh,191300,1141,7071530,1178003
05-05-2021,Madhya Pradesh,588991,3913,7110730,1269534
06-05-2021,Madhya Pradesh,488160,3215,7146019,1344132
07-05-2021,Madhya Pradesh,127360,722,7151755,1356517
08-05-2021,Madhya Pradesh,412061,2680,7201637,1432440
